PolicyID,State,CoverageGap,CreditScore,Age,NumberOfVehicles,NewestVehicleAge,PriorAccidentCount,ZipCode,TimeInsured,ClaimAmount,ClaimFlag
2589,TX,Large Gap,564,32,1,7,1,97953,0.3315068,0,0
2590,WV,Large Gap,390,44,1,6,0,93579,0.7917808,0,0
2591,CA,Large Gap,726,25,2,2,0,74238,0.6219178,0,0
2592,WV,Small Gap,737,28,1,4,0,10146,0.3753425,0,0
2593,TX,No Gap,762,18,1,2,0,53431,1,0,0
2594,NY,No Gap,438,28,1,7,0,60520,0.8410959,0,0
2595,CA,No Gap,385,26,1,13,0,61090,1,0,1
2596,NY,No Gap,448,60,1,26,0,51951,1,0,0
2597,CA,Small Gap,723,34,3,8,0,83647,1,0,0
2598,NY,No Gap,578,43,3,0,1,64959,1,0,0
2599,CA,No Gap,680,49,2,3,0,57926,0.460274,0,0
2600,NY,No Gap,426,39,1,7,1,81659,0.5506849,0,0
2601,VA,Large Gap,660,24,1,18,0,47568,0.0684932,0,0
2602,TX,No Gap,587,23,1,3,1,82235,0.5808219,0,0
2603,VA,Large Gap,NA,18,1,5,1,82312,1,0,0
2604,CA,No Gap,500,50,2,5,0,10761,1,0,0
2605,CA,No Gap,631,41,1,19,0,77031,0.8986301,0,0
2606,CA,No Gap,517,45,2,9,0,83247,1,0,0
2607,CA,Large Gap,454,53,2,13,0,51369,1,0,0
2608,CA,Large Gap,656,47,1,17,0,68088,1,0,0
2609,FL,No Gap,590,43,1,6,0,74734,0.2136986,0,0
2610,FL,No Gap,NA,16,1,6,0,62038,0.6246575,0,1
2611,CA,No Gap,732,23,1,2,0,58534,1,0,0
2612,CA,No Gap,410,68,1,19,1,59255,1,10100,1
2613,NY,No Gap,662,49,3,4,1,54522,1,0,0
2614,VA,Large Gap,638,41,1,0,0,10585,1,0,0
2615,WV,No Gap,840,24,1,1,0,91237,1,0,0
2616,TX,No Gap,582,35,1,13,0,74868,0.2739726,0,1
2617,CA,No Gap,559,32,1,1,1,66054,1,0,0
2618,TX,Large Gap,409,36,2,2,0,47114,1,0,0
2619,CA,Large Gap,908,24,1,4,0,58219,0.6027397,17200,1
2620,TX,Large Gap,610,36,2,3,0,10154,0.1369863,0,0
2621,TX,No Gap,466,40,2,9,1,49264,1,0,0
2622,VA,Large Gap,604,44,1,1,0,10187,NA,0,0
2623,NY,No Gap,534,70,3,7,0,83237,0.7561644,0,0
2624,NY,Large Gap,718,26,1,8,0,95313,0.4630137,0,0
2625,TX,Large Gap,650,25,1,0,0,57113,0.309589,0,0
2626,TX,Large Gap,531,26,1,11,0,89708,0.290411,0,0
2627,TX,No Gap,809,19,1,43,0,55426,0.0876712,0,0
2628,CA,No Gap,588,51,2,16,0,92629,1,0,0
2629,CA,No Gap,531,51,2,16,0,92629,1,0,1
2630,CA,Small Gap,633,48,1,3,0,95190,0.2712329,0,0
2631,CA,No Gap,623,29,1,3,0,52083,0.2136986,0,0
2632,CA,No Gap,575,33,1,5,0,10310,0.4958904,0,0
2633,FL,No Gap,524,65,3,2,3,57477,0.6219178,0,0
2634,TX,Small Gap,727,31,1,10,0,76456,0.369863,0,0
2635,NY,No Gap,581,34,1,13,0,62038,1,0,0
2636,CA,Large Gap,790,49,1,18,0,95130,0.3232877,0,0
2637,CA,Small Gap,456,64,1,11,0,93097,0.2136986,0,0
2638,CA,No Gap,781,41,1,4,2,10666,1,0,0
2639,WV,Large Gap,811,26,1,0,0,59255,0.2356164,0,0
2640,NY,No Gap,353,46,1,6,0,87208,1,0,0
2641,CA,No Gap,741,30,1,11,0,66555,1,0,0
2642,CA,Large Gap,632,49,2,6,0,66521,1,0,0
2643,CA,No Gap,633,52,1,3,0,85874,0.2191781,0,0
2644,CA,Large Gap,452,41,1,4,0,65109,1,0,0
2645,CA,Large Gap,682,28,1,16,0,77031,0.4986301,0,0
2646,NY,No Gap,376,58,5,14,0,86944,0.9589041,1500,1
2647,NY,No Gap,606,57,5,11,0,86944,0.9589041,0,0
2648,CA,No Gap,590,31,1,21,1,10316,0.2876712,0,0
2649,CA,No Gap,545,51,1,8,0,69099,0.2575342,0,0
2650,CA,Small Gap,586,22,2,0,0,66627,0.2520548,0,0
2651,TX,No Gap,628,30,2,4,0,58675,0.3890411,0,0
2652,WV,No Gap,822,24,1,20,0,67205,0.7890411,0,0
2653,CA,No Gap,677,33,1,7,0,75416,1,0,0
2654,CA,No Gap,485,26,2,5,0,10404,1,0,0
2655,CA,No Gap,456,30,2,2,0,10404,0.2191781,300,1
2656,WV,No Gap,775,16,1,18,0,88145,0.3890411,0,0
2657,CA,No Gap,642,37,1,17,0,75606,0.1260274,0,0
2658,WV,Large Gap,766,31,1,6,0,10110,1,0,0
2659,FL,Small Gap,660,58,1,16,0,48439,0.2328767,0,0
2660,CA,Large Gap,447,35,3,3,1,60520,0.2876712,0,0
2661,CA,No Gap,424,32,2,6,0,54518,1,0,0
2662,CA,No Gap,636,66,2,10,0,66555,1,0,0
2663,TX,Large Gap,601,41,2,15,1,88661,0.1342466,0,0
2664,WV,No Gap,407,27,3,3,0,10050,0.9835616,0,0
2665,CA,Large Gap,806,64,1,0,0,10044,0.1342466,0,0
2666,WV,Large Gap,664,37,1,2,0,10528,0.0575342,0,0
2667,CA,Large Gap,471,42,1,7,0,10699,1,0,0
2668,CA,No Gap,685,27,1,2,0,53501,0.9150685,0,0
2669,NY,No Gap,656,35,1,6,0,71715,0.1342466,0,0
2670,WV,Large Gap,639,31,2,8,0,99734,0.7890411,0,0
2671,CA,No Gap,586,42,1,12,0,48897,1,0,0
2672,NY,No Gap,532,52,2,4,1,49751,1,0,0
2673,CA,No Gap,553,42,3,11,0,99016,1,0,0
2674,CA,Large Gap,515,36,1,4,0,46148,0.1534247,0,0
2675,TX,Large Gap,741,51,2,10,0,60997,1,0,0
2676,NY,Large Gap,569,30,1,15,0,90798,1,0,0
2677,CA,No Gap,595,38,1,2,1,46833,1,0,0
2678,NY,Large Gap,702,40,1,8,0,10357,0.1315068,0,0
2679,CA,No Gap,375,45,2,3,0,72981,1,0,0
2680,FL,No Gap,733,27,1,5,1,75412,1,0,0
2681,CA,No Gap,564,35,2,4,2,83386,1,0,0
2682,CA,Small Gap,NA,34,1,6,1,10130,1,0,0
2683,WV,Large Gap,568,22,1,10,0,97959,0.1561644,0,0
2684,WV,Small Gap,752,33,4,4,4,99315,1,0,0
2685,WV,No Gap,515,51,1,4,0,47114,0.9972603,0,0
2686,WV,Large Gap,719,39,1,4,1,91962,0.3808219,0,0
2687,TX,Large Gap,416,38,3,9,2,10790,0.1315068,0,0
2688,WV,No Gap,589,47,1,7,2,82607,1,0,0
2689,NY,No Gap,428,40,2,0,0,61004,1,0,0
2690,CA,Large Gap,803,47,3,2,3,92415,0.2273973,0,0
2691,WV,Large Gap,774,36,3,0,0,87438,0.2876712,0,0
2692,VA,Large Gap,847,42,1,5,1,10110,1,0,0
2693,NY,No Gap,686,23,1,0,2,69803,1,0,0
2694,NY,No Gap,417,50,3,5,0,73878,1,0,0
2695,CA,No Gap,605,24,1,10,0,89226,0.3260274,0,0
2696,TX,Large Gap,418,49,3,7,0,83615,1,0,0
2697,WV,Large Gap,441,29,2,4,0,10666,1,0,0
2698,CA,No Gap,472,70,2,16,0,95005,0.7123288,0,0
2699,CA,Large Gap,583,36,1,8,0,66521,0.7205479,0,0
2700,CA,Large Gap,847,69,2,11,0,61497,0.1123288,0,0
2701,VA,Large Gap,539,48,4,1,1,54529,1,0,0
2702,NY,Large Gap,623,47,1,7,0,58453,0.9616438,0,0
2703,NY,No Gap,458,37,2,5,0,92384,1,0,0
2704,WV,Large Gap,401,51,1,6,0,72525,0.7890411,0,0
2705,CA,Large Gap,628,30,1,5,0,78364,0.2082192,0,0
2706,NY,Small Gap,601,24,1,10,1,51055,0.2082192,0,0
2707,CA,No Gap,NA,24,1,11,3,64959,1,0,0
2708,WV,No Gap,679,26,1,2,1,74868,0.709589,0,0
2709,TX,Large Gap,421,47,3,6,0,97215,0.8794521,0,0
2710,WV,No Gap,564,19,1,9,0,80913,0.9671233,0,0
2711,NY,No Gap,655,36,2,1,2,65451,0.5315068,0,0
2712,CA,Large Gap,515,32,1,13,0,61486,0.9917808,0,0
2713,TX,No Gap,368,42,1,1,0,76086,1,0,1
2714,CA,No Gap,582,43,4,4,0,67681,1,0,0
2715,FL,No Gap,647,17,1,3,0,81757,1,0,0
2716,VA,Large Gap,557,33,1,5,0,10535,1,0,0
2717,NY,No Gap,445,52,2,3,0,73457,1,0,0
2718,CA,Small Gap,670,27,1,18,1,95719,0.2410959,300,1
2719,NY,No Gap,639,52,1,6,0,60997,1,0,1
2720,CA,No Gap,859,21,1,15,2,99315,1,0,0
2721,NY,No Gap,515,64,2,2,2,61016,1,0,0
2722,TX,No Gap,477,72,2,21,0,10413,0.6684932,0,0
2723,TX,No Gap,646,70,2,4,2,10413,1,16300,1
2724,CA,Large Gap,923,24,1,10,0,10640,0.5013699,0,0
2725,NY,Large Gap,464,31,1,0,0,56931,1,0,0
2726,CA,No Gap,485,42,1,2,0,83615,0.9972603,0,0
2727,NY,No Gap,586,69,1,6,0,60326,0.8739726,0,0
2728,TX,No Gap,546,58,1,16,0,75976,1,0,0
2729,VA,Large Gap,412,70,1,18,0,60192,0.6273973,0,0
2730,CA,No Gap,621,39,3,11,1,99763,NA,0,0
2731,VA,Large Gap,683,41,1,5,0,99553,1,0,0
2732,TX,Large Gap,714,39,1,15,1,90055,0.9972603,0,0
2733,TX,Large Gap,448,53,1,4,0,98973,0.1205479,0,0
2734,CA,No Gap,597,39,2,3,0,10396,1,0,0
2735,NY,No Gap,547,45,1,3,1,81840,0.9534247,0,0
2736,CA,Small Gap,482,70,1,14,0,82607,1,0,0
2737,NY,No Gap,444,72,2,3,0,75588,1,0,0
2738,FL,Small Gap,793,20,1,0,0,47191,0.5534247,0,0
2739,CA,Large Gap,601,39,2,3,0,80509,0.5260274,0,0
2740,CA,Small Gap,622,24,1,2,0,48439,1,0,0
2741,NY,No Gap,679,42,2,3,1,93625,0.9561644,800,1
2742,NY,No Gap,754,42,2,2,1,93625,0.9561644,0,0
2743,WV,No Gap,470,54,2,5,0,68454,1,0,0
2744,CA,No Gap,699,70,2,12,2,46958,1,0,0
2745,CA,No Gap,510,50,3,3,1,56728,1,0,0
2746,VA,Large Gap,827,33,1,4,2,68237,1,0,0
2747,CA,No Gap,874,39,1,14,0,56518,0.3479452,0,0
2748,VA,Large Gap,822,46,2,10,0,68230,0.0575342,0,0
2749,CA,Large Gap,593,71,2,14,0,78514,1,0,0
2750,WV,No Gap,434,70,1,3,0,81522,1,0,0
2751,VA,Large Gap,657,36,2,1,1,47931,0.060274,0,0
2752,CA,No Gap,661,44,1,18,0,80558,1,0,0
2753,CA,Large Gap,718,37,1,6,1,67141,NA,0,0
2754,NY,No Gap,715,51,1,22,0,71071,0.1753425,0,0
2755,CA,No Gap,484,29,1,5,0,67386,0.3260274,0,0
2756,NY,No Gap,583,67,1,11,2,83071,1,0,0
2757,CA,No Gap,626,51,1,10,0,10380,1,0,0
2758,CA,Small Gap,640,55,1,4,0,67296,1,0,0
2759,CA,Large Gap,695,36,1,1,0,77206,0.8246575,0,0
2760,TX,No Gap,616,29,1,11,0,80152,0.1150685,0,0
2761,NY,No Gap,547,28,1,11,2,76324,1,0,0
2762,CA,No Gap,418,64,3,0,2,73878,1,0,0
2763,TX,No Gap,436,65,2,3,0,10240,1,0,0
2764,FL,Small Gap,785,39,1,2,1,10693,0.0767123,0,0
2765,TX,Large Gap,847,32,1,4,0,75412,1,0,0
2766,NY,No Gap,389,61,4,4,4,51887,1,0,0
2767,NY,No Gap,585,44,2,3,1,74245,1,0,0
2768,FL,No Gap,556,70,2,2,0,83073,NA,0,0
2769,CA,Small Gap,581,46,1,15,1,70757,0.9561644,0,0
2770,TX,No Gap,697,39,4,2,0,66555,NA,0,0
2771,TX,No Gap,931,40,1,16,0,88202,0.7890411,0,0
2772,NY,No Gap,595,38,1,13,0,91931,1,0,0
2773,CA,Large Gap,894,40,2,2,2,70338,0.1315068,0,0
2774,NY,Large Gap,693,59,1,7,0,54712,0.2849315,0,0
2775,VA,Large Gap,450,53,2,17,0,54902,0.1013699,0,0
2776,CA,Small Gap,506,38,4,3,2,69370,0.2876712,0,0
2777,CA,No Gap,450,22,1,12,0,88114,0.0794521,0,0
2778,VA,Large Gap,690,63,1,1,0,80152,1,0,0
2779,TX,Large Gap,NA,23,1,14,0,67386,0.2082192,0,0
2780,WV,Large Gap,654,49,1,3,0,65611,0.8821918,0,0
2781,TX,No Gap,444,53,1,3,0,80522,0.169863,0,0
2782,TX,Large Gap,473,45,1,5,0,71755,0.2821918,0,0
2783,CA,No Gap,411,38,2,9,2,61594,1,0,0
2784,TX,No Gap,392,60,2,12,0,79476,1,0,0
2785,FL,No Gap,595,22,1,7,0,91427,1,0,0
2786,NY,No Gap,490,58,2,16,2,74271,1,0,0
2787,CA,Small Gap,704,60,1,10,0,84527,1,0,0
2788,NY,No Gap,417,21,2,18,0,59154,1,0,0
2789,NY,Large Gap,859,51,1,15,0,95719,0.1287671,0,0
2790,WV,Large Gap,505,62,1,26,0,52541,1,0,0
2791,TX,No Gap,497,50,2,12,0,96066,0.6219178,0,0
2792,CA,No Gap,953,36,2,6,0,53588,0.3315068,14800,1
2793,CA,No Gap,670,34,2,7,1,53588,1,0,0
2794,CA,Large Gap,621,35,1,3,0,52083,0.5123288,0,0
2795,WV,Large Gap,591,43,2,4,0,99394,1,0,0
2796,WV,Large Gap,575,22,1,15,0,53044,0.1287671,0,0
2797,TX,Small Gap,646,65,1,3,1,75904,1,0,0
2798,VA,Large Gap,590,54,1,4,1,79257,NA,0,0
2799,NY,No Gap,513,37,2,5,0,55403,1,0,0
2800,NY,No Gap,487,51,2,0,0,54529,1,0,0
2801,TX,Large Gap,598,64,1,14,0,79674,0.5013699,0,0
2802,NY,No Gap,571,42,3,9,0,82388,1,0,0
2803,NY,No Gap,714,47,3,17,0,82388,0.9479452,8100,1
2804,VA,Large Gap,653,34,2,9,2,63012,0.0712329,0,0
2805,NY,Large Gap,534,36,1,4,0,49070,1,0,0
2806,NY,No Gap,510,58,1,1,0,63512,NA,0,0
2807,CA,Large Gap,691,57,4,2,0,88594,1,0,0
2808,CA,No Gap,432,32,1,4,0,65109,1,0,0
2809,WV,Large Gap,452,41,2,4,0,10404,0.2054795,0,0
2810,CA,No Gap,439,37,3,0,0,92415,1,0,0
2811,FL,Small Gap,616,25,1,11,0,67210,0.3780822,0,0
2812,VA,Large Gap,844,31,1,19,0,67141,0.0712329,0,0
2813,CA,No Gap,694,44,1,13,0,93481,1,0,0
2814,NY,Small Gap,610,28,1,11,0,10185,1,0,0
2815,CA,Small Gap,487,40,1,0,0,53654,1,0,0
2816,NY,Large Gap,590,36,1,0,0,97953,1,0,0
2817,CA,Large Gap,689,22,1,5,0,62674,NA,0,0
2818,TX,No Gap,549,35,2,9,0,99763,0.9780822,0,0
2819,TX,No Gap,571,31,2,7,0,99763,0.9780822,7700,1
2820,TX,Large Gap,680,54,2,3,0,68933,0.9972603,0,0
2821,WV,No Gap,460,44,2,15,0,47884,1,0,0
2822,NY,No Gap,580,30,1,4,1,10110,1,1600,1
2823,CA,No Gap,445,58,3,13,0,98766,0.490411,0,1
2824,CA,No Gap,648,59,3,1,1,98766,0.490411,0,0
2825,TX,No Gap,538,43,2,4,0,84527,1,0,0
2826,CA,No Gap,694,25,1,18,0,94811,1,0,0
2827,NY,No Gap,606,46,1,4,0,86420,1,0,0
2828,NY,Small Gap,619,31,1,19,0,64537,0.4054795,0,0
2829,CA,No Gap,420,53,3,5,0,77589,1,0,0
2830,VA,Large Gap,757,32,1,13,1,84239,1,0,0
2831,TX,Large Gap,558,30,2,0,0,75588,1,0,0
2832,TX,No Gap,596,61,2,4,0,62800,1,0,0
2833,TX,Large Gap,747,50,1,17,0,53620,0.9561644,0,0
2834,CA,Large Gap,708,42,1,8,1,95719,0.8328767,0,0
2835,FL,No Gap,486,50,1,4,0,97152,0.109589,0,0
2836,VA,Large Gap,943,23,1,2,1,83201,0.0493151,0,0
2837,CA,No Gap,705,70,1,7,3,69600,1,0,0
2838,CA,No Gap,523,70,3,9,0,81090,1,0,0
2839,CA,Large Gap,560,45,1,5,1,83073,1,0,0
2840,WV,Large Gap,665,44,2,4,0,91875,1,0,0
2841,WV,No Gap,425,42,1,10,0,86779,0.6273973,0,0
2842,TX,No Gap,437,70,1,5,0,99763,0.0082192,0,0
2843,NY,Small Gap,420,70,1,19,0,64465,0.4712329,0,0
2844,NY,No Gap,438,57,2,2,0,10158,1,0,0
2845,FL,Small Gap,486,36,2,4,2,58219,1,0,0
2846,VA,Large Gap,637,44,1,3,0,10404,0.6931507,0,0
2847,CA,Large Gap,576,41,1,11,0,65189,1,0,0
2848,NY,No Gap,389,50,1,6,0,78951,1,0,0
2849,FL,Small Gap,565,31,1,11,0,85639,0.060274,0,0
2850,NY,No Gap,580,28,1,4,0,58368,0.2109589,0,0
2851,VA,Large Gap,694,47,1,2,0,75118,NA,0,0
2852,TX,No Gap,585,45,3,1,1,10606,1,0,0
2853,CA,No Gap,539,44,3,0,0,56310,1,0,0
2854,VA,Large Gap,537,33,1,8,0,57343,1,0,0
2855,CA,Large Gap,762,30,1,16,0,48702,0.0739726,0,0
2856,CA,Small Gap,679,49,2,3,0,84430,1,0,0
2857,TX,No Gap,666,54,4,3,0,71962,1,4900,1
2858,TX,No Gap,646,54,4,8,0,71962,1,0,0
2859,FL,No Gap,953,26,1,2,1,63252,0.3205479,21000,1
2860,NY,Large Gap,554,58,1,9,0,10130,0.4547945,0,0
2861,CA,Large Gap,664,30,2,4,0,84334,0.0027397,0,0
2862,VA,Large Gap,609,37,1,9,0,10336,0.9150685,0,0
2863,WV,No Gap,631,28,1,4,0,70871,NA,0,0
2864,NY,Small Gap,NA,28,1,2,2,87208,1,0,0
2865,WV,Large Gap,621,26,1,11,0,90427,0.3972603,0,0
2866,TX,No Gap,503,24,1,4,0,71341,1,5300,1
2867,WV,Large Gap,868,47,1,16,0,51324,0.0739726,0,0
2868,VA,Large Gap,516,62,3,11,0,57463,1,2300,1
2869,VA,Large Gap,760,62,3,3,0,57463,1,0,0
2870,WV,Large Gap,573,55,2,1,4,95190,1,0,0
2871,VA,Large Gap,467,31,2,13,0,93098,0.6876712,0,0
2872,NY,No Gap,729,70,2,3,3,93143,1,0,0
2873,NY,No Gap,528,41,1,7,0,61711,0.7616438,0,0
2874,NY,Large Gap,787,56,1,18,0,71071,0.0931507,0,0
2875,TX,No Gap,510,47,4,0,0,63183,1,0,0
2876,NY,No Gap,447,70,1,5,0,89073,0.1506849,0,0
2877,TX,No Gap,442,57,1,11,0,49061,0.2849315,0,0
2878,CA,No Gap,703,29,1,2,0,71811,0.1287671,0,0
2879,CA,No Gap,607,25,1,12,1,93808,1,0,0
2880,NY,No Gap,474,45,4,7,3,95179,1,0,0
2881,WV,No Gap,504,22,3,0,1,78951,0.2849315,0,0
2882,CA,Large Gap,605,55,1,20,0,95032,0.6082192,0,0
2883,VA,Large Gap,391,36,2,2,0,50734,1,0,0
2884,CA,Large Gap,738,50,1,14,0,60997,0.2027397,0,0
2885,NY,No Gap,586,28,1,12,1,46799,0.6246575,0,0
2886,WV,Small Gap,537,34,1,6,0,93812,0.0191781,0,0
2887,CA,No Gap,717,58,1,3,0,90282,1,0,0
2888,NY,No Gap,613,45,1,4,0,50703,0.8739726,0,0
2889,TX,Large Gap,732,29,1,12,0,71150,1,0,0
2890,CA,Small Gap,850,38,2,9,3,93579,0.6246575,0,0
2891,VA,Large Gap,500,27,1,4,0,65109,NA,0,0
2892,TX,Small Gap,454,45,3,5,0,73785,0.3753425,0,0
2893,CA,No Gap,391,70,1,14,0,87365,1,0,0
2894,TX,No Gap,493,24,1,5,1,73780,NA,0,0
2895,TX,No Gap,402,54,1,8,0,61384,1,0,1
2896,NY,No Gap,444,44,3,1,0,54522,0.4082192,0,0
2897,VA,Large Gap,692,49,3,0,0,64459,0.2027397,0,0
2898,CA,No Gap,587,49,1,13,0,76794,1,0,0
2899,WV,No Gap,545,63,1,7,0,10396,1,8600,1
2900,VA,Large Gap,719,24,2,3,0,54501,1,1900,1
2901,VA,Large Gap,614,20,2,3,0,54501,1,0,0
2902,TX,No Gap,576,34,3,13,0,72981,1,0,0
2903,TX,No Gap,701,37,3,16,0,72981,1,2100,1
2904,TX,Small Gap,526,70,2,1,1,91962,1,0,0
2905,WV,Small Gap,547,18,2,1,0,80765,1,0,0
2906,WV,Small Gap,653,17,2,8,1,80765,1,2900,1
2907,CA,Large Gap,868,29,1,6,1,10110,0.1643836,0,0
2908,TX,No Gap,568,38,1,6,0,98766,0.4547945,0,0
2909,CA,No Gap,581,59,2,6,0,72280,0.1315068,0,0
2910,NY,No Gap,760,43,2,6,3,45520,1,0,0
2911,VA,Large Gap,501,41,2,6,0,10154,0.090411,0,0
2912,CA,Large Gap,459,33,1,3,0,66555,0.1260274,0,0
2913,VA,Large Gap,683,48,2,9,0,66858,0.2219178,0,0
2914,NY,No Gap,604,69,1,8,0,90055,1,0,0
2915,TX,No Gap,547,47,4,8,1,64465,1,0,0
2916,TX,No Gap,433,57,1,12,0,79291,1,0,0
2917,FL,No Gap,636,25,1,3,2,68642,0.2575342,0,0
2918,WV,Large Gap,539,43,2,15,2,90695,1,0,0
2919,TX,No Gap,665,70,1,8,0,83071,0.5150685,0,0
2920,WV,Large Gap,724,47,1,11,0,66555,1,0,0
2921,CA,No Gap,401,66,2,3,0,78651,0.0438356,0,0
2922,CA,Large Gap,654,57,1,1,0,56183,1,0,0
2923,NY,No Gap,577,35,1,9,0,99999,0.8767123,0,1
2924,TX,Large Gap,507,42,2,11,1,90344,0.2849315,0,0
2925,NY,Large Gap,806,55,5,0,4,59154,1,0,0
2926,CA,Large Gap,711,19,1,19,0,63769,0.2219178,0,0
2927,VA,Large Gap,510,41,1,11,0,10641,1,0,0
2928,CA,Large Gap,403,54,2,14,0,54518,0.3753425,0,0
2929,NY,No Gap,579,53,3,1,0,98766,1,0,0
2930,CA,Large Gap,555,36,1,10,0,68230,0.0246575,0,0
2931,NY,Large Gap,612,49,2,3,0,73906,0.3315068,0,0
2932,NY,Large Gap,752,52,2,3,0,73906,0.7561644,900,1
2933,TX,No Gap,529,37,1,6,0,98291,0.2657534,0,0
2934,FL,No Gap,436,65,3,5,0,10240,1,0,0
2935,CA,No Gap,828,35,1,11,1,70393,1,0,0
2936,CA,No Gap,825,36,1,1,2,76086,1,0,0
2937,NY,Small Gap,561,22,1,9,2,76324,1,800,1
2938,NY,No Gap,564,70,3,8,5,57295,NA,0,0
2939,CA,No Gap,483,55,1,5,0,91960,0.8191781,0,0
2940,TX,Small Gap,682,29,1,12,0,77954,1,0,0
2941,CA,Large Gap,689,37,1,9,0,51248,0.2630137,0,0
2942,VA,Large Gap,561,70,1,8,0,48346,1,0,0
2943,VA,Large Gap,658,19,1,13,0,62899,0.109589,0,0
2944,CA,Large Gap,682,36,2,12,0,56751,1,0,0
2945,CA,Large Gap,640,43,1,2,0,86652,1,0,0
2946,TX,No Gap,508,49,2,0,0,98973,0.1561644,0,0
2947,TX,No Gap,583,54,2,3,1,98973,0.9178082,7000,1
2948,TX,Small Gap,444,24,1,13,1,62196,0.2027397,0,0
2949,WV,No Gap,693,51,1,4,0,69601,1,0,0
2950,CA,No Gap,529,59,3,1,0,83591,1,0,0
2951,WV,No Gap,459,70,1,2,0,48346,1,0,0
2952,TX,No Gap,582,29,1,2,0,70170,0.509589,0,0
2953,FL,No Gap,496,51,2,10,1,82607,1,0,0
2954,NY,No Gap,349,43,2,6,0,87429,1,0,0
2955,CA,No Gap,483,51,1,0,0,56322,0.0438356,0,0
2956,CA,No Gap,669,23,1,7,0,88509,0.1260274,0,0
2957,NY,No Gap,NA,73,1,0,4,49264,1,0,0
2958,NY,Large Gap,675,64,3,2,6,91962,1,0,0
2959,NY,No Gap,544,44,1,7,0,73878,0.5479452,0,0
2960,WV,No Gap,492,42,3,6,0,79476,1,0,0
2961,VA,Large Gap,656,54,3,9,3,67296,1,0,0
2962,NY,No Gap,441,26,1,8,0,90457,1,0,0
2963,VA,Large Gap,488,50,1,4,0,69803,0.1260274,0,0
2964,CA,Large Gap,589,48,1,7,0,89708,0.4547945,0,0
2965,FL,Small Gap,646,34,2,2,0,95919,1,0,0
2966,CA,Small Gap,657,48,4,6,0,60815,0.0958904,0,0
2967,WV,Large Gap,399,29,2,6,0,74238,0.1260274,0,0
2968,CA,Large Gap,865,45,2,7,0,92415,0.1232877,0,0
2969,WV,Large Gap,465,34,4,11,0,91611,0.3753425,0,0
2970,VA,Large Gap,749,38,2,3,0,70338,0.2849315,0,0
2971,NY,Small Gap,760,24,1,5,2,62196,1,0,0
2972,VA,Large Gap,389,44,3,5,1,95179,1,0,0
2973,WV,Large Gap,558,29,2,0,0,82109,0.3753425,0,0
2974,CA,Large Gap,664,32,1,5,0,97427,0.0712329,0,0
2975,WV,No Gap,894,40,2,2,1,10340,0.6630137,0,0
2976,CA,Small Gap,803,48,1,9,0,67141,0.6849315,0,0
2977,NY,No Gap,808,33,1,5,0,91962,1,0,1
2978,CA,No Gap,619,27,1,18,1,59449,1,0,0
2979,CA,Large Gap,443,23,2,15,0,50747,0.5123288,0,0
2980,WV,Large Gap,702,31,1,1,1,10520,0.2849315,0,0
2981,CA,Small Gap,547,43,1,4,0,48691,1,0,0
2982,TX,No Gap,565,24,1,16,0,98973,1,0,0
2983,CA,Large Gap,561,42,1,3,0,98973,1,0,0
2984,CA,No Gap,592,23,1,0,0,65109,0.2027397,0,0
2985,CA,Small Gap,481,52,1,5,0,83386,0.2849315,0,0
2986,WV,Large Gap,714,20,1,4,0,57498,1,0,0
2987,CA,Large Gap,559,61,1,6,0,76050,0.0876712,0,0
2988,VA,Large Gap,734,34,3,5,0,87162,0.5479452,0,0
2989,NY,Small Gap,515,58,4,4,0,87438,1,0,0
2990,CA,No Gap,580,19,1,11,0,53203,0.8767123,0,0
2991,CA,No Gap,883,71,2,3,1,91138,0.5479452,0,0
2992,NY,No Gap,584,34,2,1,0,53203,NA,0,0
2993,NY,Large Gap,786,48,1,9,0,59154,0.3369863,0,0
2994,CA,No Gap,506,52,3,1,1,54522,1,0,0
2995,TX,Large Gap,683,42,1,9,0,88509,0.2876712,0,0
2996,WV,Small Gap,397,24,2,11,0,99956,0.0712329,0,0
2997,TX,Large Gap,573,34,1,14,0,97215,0.2849315,0,0
2998,CA,No Gap,714,42,3,3,5,51662,0.0739726,0,0
2999,TX,Small Gap,483,48,1,6,1,68294,0.3753425,0,1
3000,CA,Small Gap,763,31,1,5,0,96414,0.4520548,0,0
3001,TX,No Gap,402,59,2,4,0,99493,0.7041096,0,0
3002,CA,Large Gap,358,50,1,17,0,79038,1,0,0
3003,TX,Small Gap,642,25,1,8,0,47668,0.3726027,0,0
3004,FL,Small Gap,720,23,1,11,0,53483,1,0,0
3005,CA,Large Gap,456,29,1,11,0,84203,0.5123288,0,0
3006,NY,No Gap,704,50,3,3,0,67834,1,0,0
3007,CA,No Gap,425,38,1,5,1,80072,0.969863,0,0
3008,NY,No Gap,712,46,1,0,0,59539,1,0,0
3009,CA,No Gap,621,17,1,5,0,99394,0.969863,0,0
3010,NY,Small Gap,708,39,1,1,0,87208,1,0,0
3011,TX,Large Gap,411,42,2,6,0,65512,0.109589,0,0
3012,FL,No Gap,698,60,2,2,2,10478,1,0,0
3013,VA,Large Gap,609,61,2,2,0,80445,0.2027397,0,0
3014,NY,No Gap,604,27,1,1,0,58309,0.3808219,0,0
3015,VA,Large Gap,390,50,2,11,0,69505,1,0,0
